GenerationIndex,GenerationTotalPackets,GenerationRedundancyUsed,MissedPackets,ReceivedPackets,RngResolution,PacketErrorRate,ConfiguredPacketErrorRate,Success,TriggeredByDecodingResult,TriggeredByCompleteLoss,Rank
0,15,15,0,15,15,0,0,True,True,False,15
1,15,15,0,15,15,0,0,True,True,False,15
2,15,15,0,15,15,0,0,True,True,False,15
3,15,15,0,15,15,0,0,True,True,False,15
4,15,15,0,15,15,0,0,True,True,False,15
5,15,15,0,15,15,0,0,True,True,False,15
6,15,15,0,15,15,0,0,True,True,False,15
7,15,15,0,15,15,0,0,True,True,False,15
8,15,15,0,15,15,0,0,True,True,False,15
9,15,15,0,15,15,0,0,True,True,False,15
10,15,15,0,15,15,0,0,True,True,False,15
11,15,15,0,15,15,0,0,True,True,False,15
12,15,15,0,15,15,0,0,True,True,False,15
13,15,15,0,5,5,0,0,True,True,False,5
0,15,15,1,14,15,0.06666667,0.05,False,True,False,15
1,15,15,2,13,15,0.13333334,0.05,False,True,False,14
2,15,15,2,13,15,0.13333334,0.05,False,True,False,14
3,15,15,0,15,15,0,0.05,True,True,False,15
4,15,15,0,15,15,0,0.05,True,True,False,15
5,15,15,1,14,15,0.06666667,0.05,False,True,False,15
6,15,15,1,14,15,0.06666667,0.05,False,True,False,15
7,15,15,1,14,15,0.06666667,0.05,False,True,False,15
8,15,15,2,13,15,0.13333334,0.05,False,True,False,14
9,15,15,1,14,15,0.06666667,0.05,False,True,False,15
10,15,15,0,15,15,0,0.05,True,True,False,15
11,15,15,0,15,15,0,0.05,True,True,False,15
12,15,15,2,13,15,0.13333334,0.05,False,True,False,14
13,15,15,0,5,5,0,0.05,True,True,False,5
0,15,15,2,13,15,0.13333334,0.1,False,True,False,14
1,15,15,2,13,15,0.13333334,0.1,False,True,False,14
2,15,15,2,13,15,0.13333334,0.1,False,True,False,14
3,30,15,4,26,30,0.13333334,0.1,True,False,False,0
4,15,15,2,13,15,0.13333334,0.1,False,True,False,14
5,15,15,1,14,15,0.06666667,0.1,False,True,False,15
6,15,15,0,15,15,0,0.1,True,True,False,15
7,15,15,0,15,15,0,0.1,True,True,False,15
8,15,15,1,14,15,0.06666667,0.1,False,True,False,15
9,15,15,1,14,15,0.06666667,0.1,False,True,False,15
10,15,15,2,13,15,0.13333334,0.1,False,True,False,14
11,15,15,3,12,15,0.2,0.1,False,True,False,13
12,15,15,1,14,15,0.06666667,0.1,False,True,False,15
13,15,15,0,5,5,0,0.1,True,True,False,5
0,15,15,1,14,15,0.06666667,0.15,False,True,False,15
1,30,15,8,22,30,0.26666668,0.15,True,False,False,0
2,15,15,3,12,15,0.2,0.15,False,True,False,13
3,15,15,3,12,15,0.2,0.15,False,True,False,13
4,15,15,1,14,15,0.06666667,0.15,False,True,False,15
5,15,15,1,14,15,0.06666667,0.15,False,True,False,15
6,30,15,6,24,30,0.2,0.15,True,False,False,0
7,15,15,1,14,15,0.06666667,0.15,False,True,False,15
8,15,15,4,11,15,0.26666668,0.15,False,True,False,12
9,15,15,1,14,15,0.06666667,0.15,False,True,False,15
10,15,15,2,13,15,0.13333334,0.15,False,True,False,14
11,15,15,2,13,15,0.13333334,0.15,False,True,False,14
12,15,15,2,13,15,0.13333334,0.15,False,True,False,14
13,15,15,0,5,5,0,0.15,True,True,False,5
0,15,15,5,10,15,0.33333334,0.2,False,True,False,11
1,30,15,9,21,30,0.3,0.2,True,False,False,0
2,15,15,1,14,15,0.06666667,0.2,False,True,False,15
3,15,15,4,11,15,0.26666668,0.2,False,True,False,12
4,15,15,3,12,15,0.2,0.2,False,True,False,13
5,15,15,0,15,15,0,0.2,True,True,False,15
6,15,15,2,13,15,0.13333334,0.2,False,True,False,14
7,15,15,2,13,15,0.13333334,0.2,False,True,False,14
8,30,15,7,23,30,0.23333333,0.2,True,False,False,0
9,30,15,8,22,30,0.26666668,0.2,True,False,False,0
10,30,15,9,21,30,0.3,0.2,True,False,False,0
11,15,15,6,9,15,0.4,0.2,False,True,False,10
12,15,15,1,14,15,0.06666667,0.2,False,True,False,15
13,15,15,0,5,5,0,0.2,True,True,False,5
0,30,15,8,22,30,0.26666668,0.25,True,False,False,0
1,30,15,6,24,30,0.2,0.25,True,False,False,0
2,15,15,4,11,15,0.26666668,0.25,False,True,False,12
3,15,15,0,15,15,0,0.25,True,True,False,15
4,15,15,3,12,15,0.2,0.25,False,True,False,13
5,15,15,2,13,15,0.13333334,0.25,False,True,False,14
6,15,15,4,11,15,0.26666668,0.25,False,True,False,12
7,15,15,4,11,15,0.26666668,0.25,False,True,False,12
8,15,15,6,9,15,0.4,0.25,False,True,False,10
9,15,15,4,11,15,0.26666668,0.25,False,True,False,12
10,15,15,5,10,15,0.33333334,0.25,False,True,False,11
11,15,15,4,11,15,0.26666668,0.25,False,True,False,12
12,15,15,3,12,15,0.2,0.25,False,True,False,13
13,15,15,1,4,5,0.2,0.25,False,True,False,5
0,15,15,7,8,15,0.46666667,0.3,False,True,False,9
1,30,15,9,21,30,0.3,0.3,True,False,False,0
2,15,15,6,9,15,0.4,0.3,False,True,False,10
3,15,15,4,11,15,0.26666668,0.3,False,True,False,12
4,15,15,4,11,15,0.26666668,0.3,False,True,False,12
5,27,15,10,17,27,0.37037036,0.3,True,False,False,0
6,30,15,9,21,30,0.3,0.3,True,False,False,0
7,30,15,9,21,30,0.3,0.3,True,False,False,0
8,30,15,12,18,30,0.4,0.3,True,False,False,0
9,15,15,4,11,15,0.26666668,0.3,False,True,False,12
10,15,15,3,12,15,0.2,0.3,False,True,False,13
11,15,15,7,8,15,0.46666667,0.3,False,True,False,9
12,15,15,6,9,15,0.4,0.3,False,True,False,10
13,15,15,1,4,5,0.2,0.3,False,True,False,5
0,15,15,5,10,15,0.33333334,0.35000002,False,True,False,11
1,30,15,13,17,30,0.43333334,0.35000002,True,False,False,0
2,29,15,13,16,29,0.44827586,0.35000002,True,False,False,0
3,28,15,12,16,28,0.42857143,0.35000002,True,False,False,0
4,15,15,4,11,15,0.26666668,0.35000002,False,True,False,12
5,15,15,7,8,15,0.46666667,0.35000002,False,True,False,9
6,15,15,3,12,15,0.2,0.35000002,False,True,False,13
7,15,15,5,10,15,0.33333334,0.35000002,False,True,False,11
8,15,15,3,12,15,0.2,0.35000002,False,True,False,13
9,30,15,13,17,30,0.43333334,0.35000002,True,False,False,0
10,15,15,7,8,15,0.46666667,0.35000002,False,True,False,9
11,15,15,4,11,15,0.26666668,0.35000002,False,True,False,12
12,15,15,4,11,15,0.26666668,0.35000002,False,True,False,12
13,15,15,1,4,5,0.2,0.35000002,False,True,False,5
0,15,15,5,10,15,0.33333334,0.40000004,False,True,False,11
1,29,15,14,15,29,0.4827586,0.40000004,False,False,False,0
2,15,15,6,9,15,0.4,0.40000004,False,True,False,10
3,15,15,6,9,15,0.4,0.40000004,False,True,False,10
4,15,15,5,10,15,0.33333334,0.40000004,False,True,False,11
5,15,15,6,9,15,0.4,0.40000004,False,True,False,10
6,15,15,4,11,15,0.26666668,0.40000004,False,True,False,12
7,15,15,8,7,15,0.53333336,0.40000004,False,True,False,8
8,15,15,5,10,15,0.33333334,0.40000004,False,True,False,11
9,29,15,11,18,29,0.37931034,0.40000004,True,False,False,0
10,15,15,7,8,15,0.46666667,0.40000004,False,True,False,9
11,15,15,4,11,15,0.26666668,0.40000004,False,True,False,12
12,15,15,6,9,15,0.4,0.40000004,False,True,False,10
13,15,15,3,2,5,0.6,0.40000004,False,True,False,3
0,30,15,9,21,30,0.3,0.45000005,True,False,False,0
1,15,15,7,8,15,0.46666667,0.45000005,False,True,False,9
2,15,15,5,10,15,0.33333334,0.45000005,False,True,False,11
3,30,15,12,18,30,0.4,0.45000005,True,False,False,0
4,30,15,15,15,30,0.5,0.45000005,False,False,False,0
5,15,15,7,8,15,0.46666667,0.45000005,False,True,False,9
6,15,15,6,9,15,0.4,0.45000005,False,True,False,10
7,15,15,8,7,15,0.53333336,0.45000005,False,True,False,8
8,15,15,7,8,15,0.46666667,0.45000005,False,True,False,9
9,30,15,15,15,30,0.5,0.45000005,False,False,False,0
10,30,15,12,18,30,0.4,0.45000005,True,False,False,0
11,15,15,5,10,15,0.33333334,0.45000005,False,True,False,11
12,15,15,5,10,15,0.33333334,0.45000005,False,True,False,11
13,15,15,2,3,5,0.4,0.45000005,False,True,False,4
0,28,15,15,13,28,0.53571427,0.50000006,False,False,False,0
1,15,15,7,8,15,0.46666667,0.50000006,False,True,False,9
2,15,15,7,8,15,0.46666667,0.50000006,False,True,False,9
3,15,15,8,7,15,0.53333336,0.50000006,False,True,False,8
4,15,15,6,9,15,0.4,0.50000006,False,True,False,10
5,29,15,12,17,29,0.41379312,0.50000006,True,False,False,0
6,15,15,4,11,15,0.26666668,0.50000006,False,True,False,12
7,15,15,11,4,15,0.73333335,0.50000006,False,True,False,5
8,30,15,19,11,30,0.6333333,0.50000006,False,False,False,0
9,29,15,16,13,29,0.55172414,0.50000006,False,False,False,0
10,15,15,5,10,15,0.33333334,0.50000006,False,True,False,11
11,30,15,13,17,30,0.43333334,0.50000006,True,False,False,0
12,30,15,13,17,30,0.43333334,0.50000006,True,False,False,0
13,15,15,2,3,5,0.4,0.50000006,False,True,False,4
0,15,15,7,8,15,0.46666667,0.5500001,False,True,False,9
1,15,15,8,7,15,0.53333336,0.5500001,False,True,False,8
2,15,15,8,7,15,0.53333336,0.5500001,False,True,False,8
3,29,15,19,10,29,0.6551724,0.5500001,False,False,False,0
4,29,15,13,16,29,0.44827586,0.5500001,True,False,False,0
5,29,15,9,20,29,0.31034482,0.5500001,True,False,False,0
6,29,15,16,13,29,0.55172414,0.5500001,False,False,False,0
7,15,15,13,2,15,0.8666667,0.5500001,False,True,False,3
8,15,15,9,6,15,0.6,0.5500001,False,True,False,7
9,29,15,12,17,29,0.41379312,0.5500001,True,False,False,0
10,15,15,6,9,15,0.4,0.5500001,False,True,False,10
11,30,15,18,12,30,0.6,0.5500001,False,False,False,0
12,26,15,14,12,26,0.53846157,0.5500001,False,False,False,0
13,15,15,3,2,5,0.6,0.5500001,False,True,False,3
0,24,15,14,10,24,0.5833333,0.6000001,False,False,False,0
1,26,15,14,12,26,0.53846157,0.6000001,False,False,False,0
2,23,15,10,13,23,0.4347826,0.6000001,False,False,False,0
3,30,15,17,13,30,0.56666666,0.6000001,False,False,False,0
4,30,15,18,12,30,0.6,0.6000001,False,False,False,0
5,26,15,14,12,26,0.53846157,0.6000001,False,False,False,0
6,28,15,21,7,28,0.75,0.6000001,False,False,False,0
7,29,15,19,10,29,0.6551724,0.6000001,False,False,False,0
8,15,15,9,6,15,0.6,0.6000001,False,True,False,7
9,15,15,6,9,15,0.4,0.6000001,False,True,False,10
10,30,15,20,10,30,0.6666667,0.6000001,False,False,False,0
11,29,15,15,14,29,0.51724136,0.6000001,False,False,False,0
12,23,15,14,9,23,0.6086956,0.6000001,False,False,False,0
13,15,15,1,4,5,0.2,0.6000001,False,True,False,5
0,15,15,9,6,15,0.6,0.6500001,False,True,False,7
1,15,15,10,5,15,0.6666667,0.6500001,False,True,False,6
2,15,15,9,6,15,0.6,0.6500001,False,True,False,7
3,30,15,19,11,30,0.6333333,0.6500001,False,False,False,0
4,30,15,22,8,30,0.73333335,0.6500001,False,False,False,0
5,26,15,17,9,26,0.65384614,0.6500001,False,False,False,0
6,29,15,17,12,29,0.5862069,0.6500001,False,False,False,0
7,15,15,10,5,15,0.6666667,0.6500001,False,True,False,6
8,15,15,6,9,15,0.4,0.6500001,False,True,False,10
9,29,15,20,9,29,0.6896552,0.6500001,False,False,False,0
10,15,15,7,8,15,0.46666667,0.6500001,False,True,False,9
11,30,15,19,11,30,0.6333333,0.6500001,False,False,False,0
12,30,15,18,12,30,0.6,0.6500001,False,False,False,0
13,15,15,4,1,5,0.8,0.6500001,False,True,False,2
0,20,15,16,4,20,0.8,0.7000001,False,False,False,0
1,15,15,10,5,15,0.6666667,0.7000001,False,True,False,6
2,15,15,9,6,15,0.6,0.7000001,False,True,False,7
3,17,15,10,7,17,0.5882353,0.7000001,False,False,False,0
4,15,15,9,6,15,0.6,0.7000001,False,True,False,7
5,15,15,13,2,15,0.8666667,0.7000001,False,True,False,3
6,26,15,18,8,26,0.6923077,0.7000001,False,False,False,0
7,15,15,9,6,15,0.6,0.7000001,False,True,False,7
8,28,15,19,9,28,0.6785714,0.7000001,False,False,False,0
9,26,15,16,10,26,0.61538464,0.7000001,False,False,False,0
10,28,15,22,6,28,0.78571427,0.7000001,False,False,False,0
11,28,15,16,12,28,0.5714286,0.7000001,False,False,False,0
12,15,15,10,5,15,0.6666667,0.7000001,False,True,False,6
13,19,15,13,6,19,0.68421054,0.7000001,True,False,False,0
0,28,15,20,8,28,0.71428573,0.7500001,False,False,False,0
1,25,15,22,3,25,0.88,0.7500001,False,False,False,0
2,23,15,16,7,23,0.6956522,0.7500001,False,False,False,0
3,23,15,17,6,23,0.73913044,0.7500001,False,False,False,0
4,27,15,20,7,27,0.7407407,0.7500001,False,False,False,0
5,26,15,22,4,26,0.84615386,0.7500001,False,False,False,0
6,29,15,19,10,29,0.6551724,0.7500001,False,False,False,0
7,15,15,8,7,15,0.53333336,0.7500001,False,True,False,8
8,27,15,18,9,27,0.6666667,0.7500001,False,False,False,0
9,25,15,16,9,25,0.64,0.7500001,False,False,False,0
10,15,15,9,6,15,0.6,0.7500001,False,True,False,7
11,15,15,10,5,15,0.6666667,0.7500001,False,True,False,6
12,15,15,8,7,15,0.53333336,0.7500001,False,True,False,8
13,18,15,12,6,18,0.6666667,0.7500001,True,False,False,0
0,26,15,23,3,26,0.88461536,0.80000013,False,False,False,0
1,15,15,9,6,15,0.6,0.80000013,False,True,False,7
2,25,15,19,6,25,0.76,0.80000013,False,False,False,0
3,14,15,12,2,14,0.85714287,0.80000013,False,False,False,0
4,29,15,24,5,29,0.82758623,0.80000013,False,False,False,0
5,29,15,26,3,29,0.8965517,0.80000013,False,False,False,0
6,30,15,24,6,30,0.8,0.80000013,False,False,False,0
7,27,15,19,8,27,0.7037037,0.80000013,False,False,False,0
8,15,15,10,5,15,0.6666667,0.80000013,False,True,False,6
9,30,15,23,7,30,0.76666665,0.80000013,False,False,False,0
10,23,15,15,8,23,0.65217394,0.80000013,False,False,False,0
11,12,15,8,4,12,0.6666667,0.80000013,False,False,False,0
12,30,15,20,10,30,0.6666667,0.80000013,False,False,False,0
13,19,15,14,5,19,0.7368421,0.80000013,False,False,False,0
0,17,15,15,2,17,0.88235295,0.85000014,False,False,False,0
1,28,15,21,7,28,0.75,0.85000014,False,False,False,0
2,24,15,23,1,24,0.9583333,0.85000014,False,False,False,0
3,25,15,20,5,25,0.8,0.85000014,False,False,False,0
4,28,15,24,4,28,0.85714287,0.85000014,False,False,False,0
5,13,15,12,1,13,0.9230769,0.85000014,False,False,False,0
6,27,15,19,8,27,0.7037037,0.85000014,False,False,False,0
7,15,15,12,3,15,0.8,0.85000014,False,True,False,4
8,28,15,25,3,28,0.89285713,0.85000014,False,False,False,0
9,30,15,23,7,30,0.76666665,0.85000014,False,False,False,0
10,21,15,18,3,21,0.85714287,0.85000014,False,False,False,0
11,25,15,17,8,25,0.68,0.85000014,False,False,False,0
12,27,15,18,9,27,0.6666667,0.85000014,False,False,False,0
13,19,15,16,3,19,0.84210527,0.85000014,False,False,False,0
0,29,15,24,5,29,0.82758623,0.90000015,False,False,False,0
1,16,15,13,3,16,0.8125,0.90000015,False,False,False,0
2,30,15,28,2,30,0.93333334,0.90000015,False,False,False,0
3,24,15,20,4,24,0.8333333,0.90000015,False,False,False,0
4,27,15,23,4,27,0.8518519,0.90000015,False,False,False,0
5,26,15,23,3,26,0.88461536,0.90000015,False,False,False,0
6,22,15,18,4,22,0.8181818,0.90000015,False,False,False,0
7,30,15,27,3,30,0.9,0.90000015,False,False,False,0
8,21,15,19,2,21,0.9047619,0.90000015,False,False,False,0
9,23,15,20,3,23,0.8695652,0.90000015,False,False,False,0
10,15,15,14,1,15,0.93333334,0.90000015,False,True,False,2
